Exchange Date,Close,Net,Returns,Log_Returns
1/12/2021,1323.63,6.26,0.004751892,0.004740637
1/13/2021,1336.26,12.63,0.009541941,0.009496705
1/14/2021,1348.2,11.94,0.008935387,0.008895702
1/15/2021,1342.77,-5.43,-0.004027592,-0.004035725
1/18/2021,1349.81,7.04,0.005242893,0.005229197
1/19/2021,1369.23,19.42,0.01438721,0.014284696
1/20/2021,1389.02,19.79,0.014453379,0.014349924
1/21/2021,1392.57,3.55,0.002555759,0.002552498
1/22/2021,1377.78,-14.79,-0.010620651,-0.010677453
1/25/2021,1394.99,17.21,0.012491109,0.012413739
1/26/2021,1374.76,-20.23,-0.014501896,-0.014608076
1/27/2021,1357.78,-16.98,-0.012351247,-0.012428157
1/28/2021,1339.66,-18.12,-0.013345314,-0.013435163
1/29/2021,1321.82,-17.84,-0.013316812,-0.013406276
2/1/2021,1352.35,30.53,0.023096942,0.022834245
2/2/2021,1372.99,20.64,0.015262321,0.015147024
2/3/2021,1384.39,11.4,0.008303047,0.008268766
2/4/2021,1383.1,-1.29,-0.000931818,-0.000932253
2/5/2021,1390.81,7.71,0.005574434,0.005558955
2/8/2021,1396.6,5.79,0.004163042,0.0041544
2/9/2021,1405.1,8.5,0.006086209,0.006067763
2/10/2021,1418.55,13.45,0.009572272,0.009526749
2/11/2021,1422.98,4.43,0.003122907,0.003118041
2/12/2021,1424.26,1.28,0.000899521,0.000899116
2/15/2021,1428.8,4.54,0.00318762,0.003182551
2/16/2021,1431.19,2.39,0.001672732,0.001671335
2/17/2021,1440.98,9.79,0.006840461,0.006817172
2/18/2021,1423.61,-17.37,-0.012054296,-0.012127539
2/19/2021,1425.44,1.83,0.001285464,0.001284639
2/22/2021,1033.99,-31.45,-0.022063363,-0.321055433
2/23/2021,1096.13,2.14,0.002069653,0.05836069
2/24/2021,1076.7,-19.43,-0.017726,-0.017884987
2/25/2021,1379.13,2.43,0.002256896,0.247552058
2/26/2021,1334.58,-44.55,-0.032302974,-0.03283623
3/1/2021,1360.89,26.31,0.019714067,0.019522262
3/2/2021,1356.7,-4.19,-0.003078868,-0.003083617
3/3/2021,1379.95,23.25,0.017137171,0.016991986
3/4/2021,1350.4,-29.55,-0.021413819,-0.021646422
3/5/2021,1343.87,-6.53,-0.004835604,-0.004847334
3/8/2021,1314.24,-29.63,-0.022048264,-0.022294959
3/9/2021,1325.47,11.23,0.008544862,0.008508562
3/10/2021,1336.52,11.05,0.008336665,0.008302107
3/11/2021,1368.14,31.62,0.023658456,0.023382932
3/12/2021,1352.87,-15.27,-0.011161138,-0.011223891
3/15/2021,1241.41,-8.26,-0.006105539,-0.085980431
3/16/2021,1350.87,6.26,0.005042653,0.084500999
3/17/2021,1344.33,-6.54,-0.004841324,-0.004853082
3/18/2021,1350.12,5.79,0.004306978,0.00429773
3/19/2021,1339.7,-10.42,-0.007717832,-0.007747769
3/22/2021,1340.24,0.54,0.000403075,0.000402994
3/23/2021,1327.69,-12.55,-0.009363995,-0.009408112
3/24/2021,1303.31,-24.38,-0.01836272,-0.018533408
3/25/2021,1291.32,-11.99,-0.009199653,-0.009242231
3/26/2021,1308.3,16.98,0.013149336,0.013063634
3/29/2021,1310.12,1.82,0.001391118,0.001390152
3/30/2021,1320.85,10.73,0.008190089,0.008156733
3/31/2021,1316.92,-3.93,-0.002975357,-0.002979792
4/1/2021,1341.59,24.67,0.018733105,0.018559801
4/2/2021,1342.5,0.91,0.0006783,0.00067807
4/5/2021,1341.48,-1.02,-0.000759777,-0.000760065
4/6/2021,1346.98,5.5,0.004099949,0.004091567
4/7/2021,1336.9,-10.08,-0.007483407,-0.007511549
4/8/2021,1340.91,4.01,0.002999476,0.002994987
4/9/2021,1329.33,-11.58,-0.008635926,-0.008673432
4/12/2021,1317.69,-11.64,-0.008756291,-0.008794852
4/13/2021,1318.39,0.7,0.000531233,0.000531092
4/14/2021,1333.93,15.54,0.011787104,0.011718177
4/15/2021,1337.84,3.91,0.002931188,0.002926901
4/16/2021,1347.65,9.81,0.007332715,0.007305962
4/19/2021,1348.34,0.69,0.000512002,0.000511871
4/20/2021,1345.97,-2.37,-0.001757717,-0.001759263
4/21/2021,1335.84,-10.13,-0.007526171,-0.007554635
4/22/2021,1340.59,4.75,0.003555815,0.003549508
4/23/2021,1352.78,12.19,0.009093011,0.009051919
4/26/2021,1359.09,6.31,0.004664469,0.004653624
4/27/2021,1359.28,0.19,0.000139799,0.00013979
4/28/2021,1366.89,7.61,0.005598552,0.005582939
4/29/2021,1366.82,-0.07,-5.12E-05,-5.12E-05
4/30/2021,1347.91,-18.91,-0.013835033,-0.013931629
5/3/2021,1340.8,-7.11,-0.005274833,-0.005288794
5/4/2021,1336.16,-4.64,-0.003460621,-0.003466622
5/5/2021,1332.47,-3.69,-0.002761645,-0.002765466
5/6/2021,1343.15,10.68,0.00801519,0.007983239
5/7/2021,1350.96,7.81,0.005814689,0.005797849
5/10/2021,1345.8,-5.16,-0.003819506,-0.003826819
5/11/2021,1325.54,-20.26,-0.015054243,-0.015168708
5/12/2021,1318.62,-6.92,-0.005220514,-0.005234188
5/13/2021,1297.05,-21.57,-0.016358011,-0.01649328
5/14/2021,1306.85,9.8,0.007555607,0.007527206
5/17/2021,1313.33,6.48,0.004958488,0.004946235
5/18/2021,1336.05,22.72,0.017299536,0.017151603
5/19/2021,1329.9,-6.15,-0.004603121,-0.004613748
5/20/2021,1329.99,0.09,6.77E-05,6.77E-05
5/21/2021,1332,2.01,0.00151129,0.001510149
5/24/2021,1327.03,-4.97,-0.003731231,-0.00373821
5/25/2021,1347.37,20.34,0.015327461,0.015211182
5/26/2021,1354.12,6.75,0.00500976,0.004997253
5/27/2021,1356.77,2.65,0.001956991,0.001955078
5/28/2021,1362.6,5.83,0.00429697,0.004287764
5/31/2021,1379.1,16.5,0.012109203,0.012036473
6/1/2021,1393.55,14.45,0.010477848,0.010423336
6/2/2021,1393.89,0.34,0.000243981,0.000243951
6/3/2021,1385.9,-7.99,-0.00573216,-0.005748652
6/4/2021,1384.1,-1.8,-0.001298795,-0.001299639
6/7/2021,1381.95,-2.15,-0.001553356,-0.001554564
6/8/2021,1378.87,-3.08,-0.002228735,-0.002231222
6/9/2021,1376.8,-2.07,-0.001501229,-0.001502357
6/10/2021,1382.99,6.19,0.004495933,0.004485856
6/11/2021,1383.75,0.76,0.000549534,0.000549383
6/14/2021,1385.72,1.97,0.001423668,0.001422655
6/15/2021,1380.37,-5.35,-0.003860809,-0.003868281
6/16/2021,1369.26,-11.11,-0.008048567,-0.008081131
6/17/2021,1362.11,-7.15,-0.005221799,-0.00523548
6/18/2021,1360.85,-1.26,-0.000925035,-0.000925464
6/21/2021,1349.18,-11.67,-0.008575523,-0.008612504
6/22/2021,1342.39,-6.79,-0.005032687,-0.005045393
6/23/2021,1358.26,15.87,0.011822198,0.011752861
6/24/2021,1363.78,5.52,0.004064023,0.004055787
6/25/2021,1375.4,11.62,0.008520436,0.008484342
6/28/2021,1375.12,-0.28,-0.000203577,-0.000203598
6/29/2021,1372.18,-2.94,-0.002137995,-0.002140284
6/30/2021,1367.21,-4.97,-0.003621974,-0.003628549
7/1/2021,1362.31,-4.9,-0.003583941,-0.003590379
7/2/2021,1348.51,-13.8,-0.010129853,-0.010181509
7/5/2021,1346.11,-2.4,-0.001779742,-0.001781328
7/6/2021,1336.22,-9.89,-0.007347096,-0.007374219
7/7/2021,1332.58,-3.64,-0.002724102,-0.002727819
7/8/2021,1306.61,-25.97,-0.019488511,-0.019680916
7/9/2021,1312.52,5.91,0.004523155,0.004512957
7/12/2021,1320.29,7.77,0.00591991,0.005902456
7/13/2021,1333.45,13.16,0.009967507,0.009918159
7/14/2021,1334.38,0.93,0.000697439,0.000697196
7/15/2021,1343.19,8.81,0.006602317,0.006580617
7/16/2021,1333.8,-9.39,-0.00699082,-0.007015371
7/19/2021,1310.45,-23.35,-0.017506373,-0.017661422
7/20/2021,1303.56,-6.89,-0.005257736,-0.005271606
7/21/2021,1305.59,2.03,0.001557274,0.001556063
7/22/2021,1319.88,14.29,0.010945243,0.010885777
7/23/2021,1302.4,-17.48,-0.013243628,-0.013332107
7/26/2021,1269.65,-32.75,-0.025145885,-0.025467444
7/27/2021,1238.13,-31.52,-0.024825739,-0.025139095
7/28/2021,1254.58,16.45,0.013286165,0.013198678
7/29/2021,1285.98,31.4,0.025028296,0.024720218
7/30/2021,1269.57,-16.41,-0.012760696,-0.012842813
8/2/2021,1285.26,15.69,0.012358515,0.012282772
8/3/2021,1284.93,-0.33,-0.000256757,-0.00025679
8/4/2021,1292.99,8.06,0.006272715,0.006253124
8/5/2021,1288.56,-4.43,-0.003426167,-0.00343205
8/6/2021,1280.78,-7.78,-0.006037748,-0.006056048
8/9/2021,1283.1,2.32,0.001811396,0.001809758
8/10/2021,1293.11,10.01,0.007801418,0.007771145
8/11/2021,1294.02,0.91,0.00070373,0.000703482
8/12/2021,1288.78,-5.24,-0.004049396,-0.004057617
8/13/2021,1282.77,-6.01,-0.004663325,-0.004674232
8/16/2021,1273.9,-8.87,-0.006914724,-0.006938741
8/17/2021,1258.35,-15.55,-0.01220661,-0.012281722
8/18/2021,1263.28,4.93,0.003917829,0.003910174
8/19/2021,1234.88,-28.4,-0.02248116,-0.022737714
8/20/2021,1222.55,-12.33,-0.009984776,-0.010034958
8/23/2021,1239.51,16.96,0.013872643,0.013777299
8/24/2021,1271.22,31.71,0.02558269,0.025260929
8/25/2021,1277.25,6.03,0.004743475,0.00473226
8/26/2021,1269.32,-7.93,-0.006208651,-0.006228005
8/27/2021,1278.23,8.91,0.007019507,0.006994984
8/30/2021,1292.09,13.86,0.010843119,0.010784754
8/31/2021,1313.62,21.53,0.016662926,0.016525623
9/1/2021,1316.67,3.05,0.002321828,0.002319137
9/2/2021,1317.52,0.85,0.000645568,0.00064536
9/3/2021,1320.68,3.16,0.002398446,0.002395574
9/6/2021,1331.3,10.62,0.008041312,0.008009153
9/7/2021,1333.09,1.79,0.00134455,0.001343647
9/8/2021,1323.28,-9.81,-0.007358843,-0.007386053
9/9/2021,1309.14,-14.14,-0.010685569,-0.01074307
9/10/2021,1319.03,9.89,0.007554578,0.007526185
9/13/2021,1311.37,-7.66,-0.005807298,-0.005824226
9/14/2021,1303.56,-7.81,-0.005955604,-0.005973409
9/15/2021,1294.41,-9.15,-0.00701924,-0.00704399
9/16/2021,1282.78,-11.63,-0.008984788,-0.009025395
9/17/2021,1283.98,1.2,0.000935468,0.000935031
9/20/2021,1259.99,-23.99,-0.018684092,-0.018860844
9/21/2021,1264.52,4.53,0.003595267,0.003588819
9/22/2021,1265.68,1.16,0.000917344,0.000916924
9/23/2021,1278.66,12.98,0.010255357,0.010203127
9/24/2021,1270.79,-7.87,-0.006154881,-0.0061739
9/27/2021,1272.47,1.68,0.001322012,0.001321139
9/28/2021,1269.42,-3.05,-0.002396913,-0.00239979
9/29/2021,1262.54,-6.88,-0.005419798,-0.005434538
9/30/2021,1263.42,0.88,0.000697008,0.000696765
10/1/2021,1260.55,-2.87,-0.002271612,-0.002274196
10/4/2021,1248.94,-11.61,-0.009210265,-0.009252942
10/5/2021,1252.35,3.41,0.002730315,0.002726595
10/6/2021,1243.2,-9.15,-0.007306264,-0.007333086
10/7/2021,1269.74,26.54,0.021348134,0.021123454
10/8/2021,1274.13,4.39,0.003457401,0.003451438
10/11/2021,1284.65,10.52,0.008256614,0.008222715
10/12/2021,1275.26,-9.39,-0.007309384,-0.007336228
10/13/2021,1280.18,4.92,0.003858037,0.003850614
10/14/2021,1283.93,3.75,0.002929276,0.002924994
10/15/2021,1302.51,18.58,0.014471194,0.014367486
10/18/2021,1302.49,-0.02,-1.54E-05,-1.54E-05
10/19/2021,1311.1,8.61,0.006610415,0.006588662
10/20/2021,1318.62,7.52,0.005735642,0.005719256
10/21/2021,1309.09,-9.53,-0.007227253,-0.007253496
10/22/2021,1309.4,0.31,0.000236806,0.000236778
10/25/2021,1310.25,0.85,0.000649152,0.000648942
10/26/2021,1309.86,-0.39,-0.000297653,-0.000297697
10/27/2021,1295.81,-14.05,-0.010726337,-0.010784279
10/28/2021,1287.75,-8.06,-0.006220048,-0.006239473
10/29/2021,1277.19,-10.56,-0.008200349,-0.008234157
11/1/2021,1274.13,-3.06,-0.002395885,-0.002398759
11/2/2021,1272.68,-1.45,-0.001138031,-0.001138679
11/3/2021,1274.49,1.81,0.001422196,0.001421185
11/4/2021,1281.28,6.79,0.005327621,0.00531348
11/5/2021,1277.76,-3.52,-0.002747253,-0.002751033
11/8/2021,1283.67,5.91,0.004625282,0.004614618
11/9/2021,1288.67,5,0.003895082,0.003887516
11/10/2021,1292.63,3.96,0.003072936,0.003068224
11/11/2021,1297.61,4.98,0.003852611,0.003845208
11/12/2021,1300.62,3.01,0.002319649,0.002316963
11/15/2021,1302.21,1.59,0.001222494,0.001221747
11/16/2021,1306.73,4.52,0.003471022,0.003465012
11/17/2021,1306.58,-0.15,-0.00011479,-0.000114797
11/18/2021,1292.27,-14.31,-0.010952257,-0.011012675
11/19/2021,1285.53,-6.74,-0.005215628,-0.005229277
11/22/2021,1273.81,-11.72,-0.009116862,-0.009158675
11/23/2021,1266.83,-6.98,-0.005479624,-0.005494692
11/24/2021,1263.09,-3.74,-0.002952251,-0.002956617
11/25/2021,1267.35,4.26,0.003372681,0.003367007
11/26/2021,1232.27,-35.08,-0.027679804,-0.028070109
11/29/2021,1229.83,-2.44,-0.001980086,-0.001982048
11/30/2021,1225.93,-3.9,-0.00317117,-0.003176209
12/1/2021,1238.27,12.34,0.010065828,0.010015505
12/2/2021,1248.02,9.75,0.007873889,0.007843051
12/3/2021,1236.27,-11.75,-0.009414913,-0.009459514
12/6/2021,1223.48,-12.79,-0.010345636,-0.010399525
12/7/2021,1246.2,22.72,0.018569981,0.018399664
12/8/2021,1251.81,5.61,0.004501685,0.004491583
12/9/2021,1257.56,5.75,0.004593349,0.004582832
12/10/2021,1249.28,-8.28,-0.006584179,-0.00660595
12/13/2021,1240.6,-8.68,-0.006948002,-0.006972252
12/14/2021,1232.55,-8.05,-0.006488796,-0.006509939
12/15/2021,1223.82,-8.73,-0.007082877,-0.00710808
12/16/2021,1233.18,9.36,0.007648184,0.007619084
12/17/2021,1224.19,-8.99,-0.007290096,-0.007316798
12/20/2021,1199.96,-24.23,-0.019792679,-0.019991178
12/21/2021,1213.46,13.5,0.011250375,0.01118756
12/22/2021,1219.92,6.46,0.00532362,0.0053095
12/23/2021,1231.68,11.76,0.009639976,0.009593808
12/24/2021,1229.72,-1.96,-0.001591322,-0.00159259
12/27/2021,1234.23,4.51,0.003667502,0.003660793
12/28/2021,1239.04,4.81,0.003897167,0.003889592
12/29/2021,1231.75,-7.29,-0.005883587,-0.005900964
12/30/2021,1236.52,4.77,0.003872539,0.00386506
12/31/2021,1247,10.48,0.008475399,0.008439684
1/1/2022,1270.15,1.83,0.001467522,0.018394337
1/3/2022,1248.84,1.84,0.001448648,-0.016919883
1/4/2022,1253.67,4.83,0.003867589,0.003860129
1/5/2022,1243.74,-9.93,-0.007920745,-0.00795228
1/6/2022,1238.78,-4.96,-0.003987972,-0.003995945
1/7/2022,1246.14,7.36,0.005941329,0.005923749
1/10/2022,1255.23,9.09,0.007294525,0.007268049
1/11/2022,1266.88,11.65,0.009281168,0.009238362
1/12/2022,1291.98,25.1,0.019812453,0.01961874
1/13/2022,1290.07,-1.91,-0.001478351,-0.001479445
1/14/2022,1286.9,-3.17,-0.002457231,-0.002460255
1/17/2022,1285.64,-1.26,-0.000979097,-0.000979577
1/18/2022,1270.14,-15.5,-0.012056252,-0.012129518
1/19/2022,1270.57,0.43,0.000338545,0.000338488
1/20/2022,1288.87,18.3,0.014402984,0.014300247
1/21/2022,1278.67,-10.2,-0.007913909,-0.00794539
1/24/2022,1256.91,-21.76,-0.017017682,-0.017164147
1/25/2022,1248.65,-8.26,-0.006571672,-0.00659336
1/26/2022,1251.41,2.76,0.002210387,0.002207948
1/27/2022,1236.77,-14.64,-0.011698804,-0.011767773
1/28/2022,1231.45,-5.32,-0.004301527,-0.004310806
1/31/2022,1250.46,19.01,0.015437086,0.015319147
2/1/2022,1257.32,6.86,0.005485981,0.005470988
2/2/2022,1256.57,-0.75,-0.000596507,-0.000596685
2/3/2022,1252.54,-4.03,-0.003207143,-0.003212297
2/4/2022,1261.78,9.24,0.00737701,0.007349933
2/7/2022,1262.21,0.43,0.000340788,0.00034073
2/8/2022,1261.64,-0.57,-0.000451589,-0.000451691
2/9/2022,1281.03,19.39,0.015368885,0.01525198
2/10/2022,1292.95,11.92,0.009305012,0.009261987
2/11/2022,1283.93,-9.02,-0.006976295,-0.007000743
2/14/2022,1262.75,-21.18,-0.016496226,-0.016633804
2/15/2022,1273.01,10.26,0.008125124,0.008092293
2/16/2022,1287.68,14.67,0.011523869,0.011457975
2/17/2022,1286.82,-0.86,-0.000667868,-0.000668091
2/18/2022,1274.83,-11.99,-0.009317542,-0.009361222
2/21/2022,1258.88,-15.95,-0.012511472,-0.0125904
2/22/2022,1246.78,-12.1,-0.009611718,-0.009658209
2/23/2022,1247.26,0.48,0.000384992,0.000384918
2/24/2022,1192.63,-54.63,-0.04380001,-0.044788193
2/25/2022,1210.11,17.48,0.014656683,0.014550312
2/28/2022,1208.65,-1.46,-0.001206502,-0.00120723
3/1/2022,1216.36,7.71,0.006379018,0.006358758
3/2/2022,1207.48,-8.88,-0.00730047,-0.007327249
3/3/2022,1211.05,3.57,0.002956571,0.002952209
3/4/2022,1162.12,-48.93,-0.040402956,-0.041241829
3/7/2022,1126.66,-35.46,-0.0305132,-0.03098842
3/8/2022,1114.49,-12.17,-0.010801839,-0.010860602
3/9/2022,1126,11.51,0.010327594,0.010274629
3/10/2022,1137.49,11.49,0.010204263,0.010152551
3/11/2022,1121.56,-15.93,-0.014004519,-0.014103507
3/14/2022,1088.85,-32.71,-0.029164735,-0.02959848
3/15/2022,1056.83,-32.02,-0.029407173,-0.029848232
3/16/2022,1114.06,57.23,0.054152513,0.052737139
3/17/2022,1155.8,41.74,0.037466564,0.036781745
3/18/2022,1156.44,0.64,0.000553729,0.000553576
3/21/2022,1150.09,-6.35,-0.00549099,-0.00550612
3/22/2022,1167.14,17.05,0.014824927,0.014716112
3/23/2022,1175.94,8.8,0.007539798,0.007511516
3/24/2022,1174.37,-1.57,-0.001335102,-0.001335994
3/25/2022,1160.99,-13.38,-0.011393343,-0.011458744
3/28/2022,1160.84,-0.15,-0.0001292,-0.000129208
3/29/2022,1173.54,12.7,0.010940354,0.010880941
3/30/2022,1187.61,14.07,0.011989366,0.011918062
3/31/2022,1179.97,-7.64,-0.006433088,-0.00645387
4/1/2022,1185.87,5.9,0.005000127,0.004987668
4/4/2022,1203.26,17.39,0.014664339,0.014557858
4/5/2022,1198.58,-4.68,-0.003889434,-0.003897017
4/6/2022,1184.07,-14.51,-0.012105992,-0.012179866
4/7/2022,1166.4,-17.67,-0.014923104,-0.015035574
4/8/2022,1170.5,4.1,0.003515089,0.003508926
4/11/2022,1152.03,-18.47,-0.015779581,-0.015905404
4/12/2022,1152.36,0.33,0.000286451,0.00028641
4/13/2022,1158.03,5.67,0.004920337,0.004908272
4/14/2022,1158.2,0.17,0.000146801,0.00014679
4/15/2022,1154.67,-3.53,-0.003047833,-0.003052487
4/18/2022,1147.83,-6.84,-0.00592377,-0.005941386
4/19/2022,1132.81,-15.02,-0.013085561,-0.013171932
4/20/2022,1134.02,1.21,0.00106814,0.00106757
4/21/2022,1125.19,-8.83,-0.007786459,-0.007816932
4/22/2022,1113.33,-11.86,-0.010540442,-0.010596386
4/25/2022,1081.14,-32.19,-0.02891326,-0.029339484
4/26/2022,1087.06,5.92,0.005475702,0.005460764
4/27/2022,1082.92,-4.14,-0.003808437,-0.003815708
4/28/2022,1093.61,10.69,0.009871459,0.009823054
4/29/2022,1114.48,20.87,0.019083586,0.018903778
5/2/2022,1111.02,-3.46,-0.003104587,-0.003109416
5/3/2022,1107.89,-3.13,-0.002817231,-0.002821207
5/4/2022,1099.28,-8.61,-0.00777153,-0.007801885
5/5/2022,1094.81,-4.47,-0.004066298,-0.004074588
5/6/2022,1064.66,-30.15,-0.027539025,-0.027925333
5/9/2022,1047.23,-17.43,-0.016371424,-0.016506916
5/10/2022,1038.67,-8.56,-0.008173945,-0.008207534
5/11/2022,1044.97,6.3,0.006065449,0.006047128
5/12/2022,1021.49,-23.48,-0.022469545,-0.022725831
5/13/2022,1037.07,15.58,0.01525223,0.015137084
5/16/2022,1041.34,4.27,0.004117369,0.004108916
5/17/2022,1066.17,24.83,0.023844278,0.023564442
5/18/2022,1068.03,1.86,0.001744562,0.001743042
5/19/2022,1047.82,-20.21,-0.018922689,-0.019104015
5/20/2022,1068.81,20.99,0.020032067,0.019834065
5/23/2022,1066.76,-2.05,-0.001918021,-0.001919863
5/24/2022,1049.89,-16.87,-0.015814241,-0.015940621
5/25/2022,1051.1,1.21,0.001152502,0.001151838
5/26/2022,1055.48,4.38,0.004167063,0.004158405
5/27/2022,1077.52,22.04,0.020881495,0.020666465
5/30/2022,1100.21,22.69,0.021057614,0.020838966
5/31/2022,1113.67,13.46,0.012234028,0.012159797
6/1/2022,1100.94,-12.73,-0.011430675,-0.011496507
